transaction_id,customer_id,customer_name,product_id,product_name,category,city,purchase_location,transaction_date,quantity,price,discount,payment_method,payment_status,email_masked,phone_masked,revenue
1858,264,Kelli Johnson,109,Refrigerator,Home Appliances,Bangalore,offline,2025-12-13,3,65000.0,0.25,UPI,successful,K******@gmail.com,98******31,146250.0
1859,274,Joseph Parker,110,Microwave,Home Appliances,Bangalore,online,2025-08-24,5,45000.0,0.15,NetBanking,successful,J***********@gmail.com,79******06,191250.0
1860,719,Michelle Bates,110,Microwave,Home Appliances,Chennai,online,2025-08-06,2,45000.0,0.2,NetBanking,successful,M*********@gmail.com,74******12,72000.0
1861,617,Patrick Rodriguez,102,Phone,Electronics,Delhi,offline,2026-03-23,1,70000.0,0.3,Cash,successful,P***************@yahoo.com,73******34,49000.0
1862,359,Ryan Williams,109,Refrigerator,Home Appliances,Delhi,online,2025-06-14,1,65000.0,0.35,Cash,successful,R***********@gmail.com,63******99,42250.0
1863,110,Dale Hughes,108,Mixer Grinder,Home Appliances,Delhi,online,2025-06-02,5,15000.0,0.15,Cash,successful,D*****@gmail.com,97******73,63750.0
1864,750,Kristi Blackwell,105,Tv,Electronics,Hyderabad,online,2025-11-29,4,45000.0,0.05,NetBanking,successful,K**************@yahoo.com,77******01,171000.0
1865,904,Audrey Skinner,102,Phone,Electronics,Bangalore,online,2025-10-17,4,70000.0,0.15,NetBanking,successful,A************@yahoo.com,65******73,238000.0
1866,301,Alexandra Nguyen,108,Mixer Grinder,Home Appliances,Delhi,online,2025-11-01,1,15000.0,0.15,NetBanking,successful,A**************@gmail.com,68******66,12750.0
1867,703,David Austin,106,Sofa,Furniture,Delhi,offline,2026-08-04,1,80000.0,0.1,Cash,successful,D**********@yahoo.com,68******95,72000.0
1868,40,Kristina Harrell,104,Shoes,Clothing,Hyderabad,offline,2026-02-01,4,8000.0,0.35,Cash,successful,K**************@outlook.com,74******74,20800.0
1869,540,Amy Cruz,110,Microwave,Home Appliances,Delhi,online,2025-10-12,1,45000.0,0.4,Cash,successful,A******@gmail.com,70******67,27000.0
1870,212,Russell Day,101,Laptop,Electronics,Bangalore,offline,2026-01-16,3,250000.0,0.3,Cash,successful,R*********@yahoo.com,78******03,525000.0
1871,563,Robert Baird,103,Shirt,Clothing,Hyderabad,offline,2025-05-30,3,1300.0,0.1,UPI,successful,R**********@gmail.com,64******00,3510.0
1872,473,Daniel Tapia,103,Shirt,Clothing,Hyderabad,online,2026-03-04,4,1300.0,0.05,Cash,successful,D**********@yahoo.com,99******08,4940.0
1873,254,Daniel Santos,109,Refrigerator,Home Appliances,Hyderabad,offline,2025-06-13,3,65000.0,0.25,NetBanking,successful,D***********@yahoo.com,89******63,146250.0
1874,887,Robert Brown,104,Shoes,Clothing,Bangalore,offline,2025-04-20,5,8000.0,0.1,NetBanking,successful,R*******@gmail.com,92******26,36000.0
1875,417,Kristina Lewis,108,Mixer Grinder,Home Appliances,Delhi,offline,2026-03-25,5,15000.0,0.3,Card,successful,K************@gmail.com,78******32,52500.0
1876,976,Paula Rogers,101,Laptop,Electronics,Chennai,offline,2025-10-08,5,250000.0,0.4,UPI,successful,P******@gmail.com,87******25,750000.0
1877,135,Daniel Wallace,109,Refrigerator,Home Appliances,Bangalore,offline,2025-05-01,3,65000.0,0.25,Cash,successful,D************@yahoo.com,89******14,146250.0
1878,808,Brandon Hicks,103,Shirt,Clothing,Mumbai,online,2025-08-15,4,1300.0,0.4,Cash,successful,B***********@yahoo.com,66******49,3120.0
1879,69,Pamela Williamson,109,Refrigerator,Home Appliances,Chennai,offline,2025-08-21,2,65000.0,0.4,NetBanking,successful,P***************@outlook.com,70******33,78000.0
1880,735,Elizabeth Kemp,105,Tv,Electronics,Bangalore,online,2025-08-10,1,45000.0,0.1,Card,successful,E************@yahoo.com,65******68,40500.0
1881,979,Amy Cherry,101,Laptop,Electronics,Hyderabad,online,2025-05-06,3,250000.0,0.15,Cash,successful,A********@yahoo.com,72******68,637500.0
1882,538,Haley Henderson,103,Shirt,Clothing,Bangalore,online,2025-12-13,4,1300.0,0.3,UPI,successful,H*************@outlook.com,71******76,3639.9999999999995
1883,434,Robert Sosa,101,Laptop,Electronics,Bangalore,offline,2026-01-27,2,250000.0,0.3,NetBanking,successful,R*********@yahoo.com,86******30,350000.0
1884,361,Daniel Williams,102,Phone,Electronics,Delhi,online,2025-07-24,4,70000.0,0.2,Cash,successful,D*************@yahoo.com,98******66,224000.0
1885,87,Peter Silva,106,Sofa,Furniture,Chennai,online,2025-07-29,2,80000.0,0.3,Card,successful,P*********@outlook.com,72******54,112000.0
1886,338,Lisa Garrison,102,Phone,Electronics,Delhi,offline,2025-07-06,1,70000.0,0.3,UPI,successful,L***********@outlook.com,67******37,49000.0
1887,473,Daniel Tapia,109,Refrigerator,Home Appliances,Hyderabad,online,2025-06-12,2,65000.0,0.3,NetBanking,successful,D**********@yahoo.com,99******08,91000.0
1888,901,Robert Mccoy,103,Shirt,Clothing,Mumbai,online,2026-03-31,4,1300.0,0.05,UPI,successful,R**********@gmail.com,61******32,4940.0
1889,191,Megan Nguyen,101,Laptop,Electronics,Bangalore,offline,2026-01-01,4,250000.0,0.35,NetBanking,successful,M**********@gmail.com,67******88,650000.0
1890,38,Laura Shelton,108,Mixer Grinder,Home Appliances,Bangalore,online,2025-09-27,3,15000.0,0.3,Card,successful,L***********@gmail.com,65******05,31499.999999999996
1891,884,Isaac Byrd,110,Microwave,Home Appliances,Delhi,offline,2025-05-05,5,45000.0,0.3,UPI,successful,I********@gmail.com,63******08,157500.0
1892,637,Kevin King,102,Phone,Electronics,Bangalore,offline,2026-02-16,1,70000.0,0.3,Card,successful,K********@yahoo.com,89******30,49000.0
1894,639,James Blankenship,108,Mixer Grinder,Home Appliances,Bangalore,offline,2025-06-20,1,15000.0,0.15,Cash,successful,J***************@gmail.com,88******94,12750.0
1895,209,Aaron Mclaughlin,101,Laptop,Electronics,Chennai,offline,2026-02-26,4,250000.0,0.3,Card,successful,A**************@outlook.com,87******47,700000.0
1896,394,Jeffrey Johnson,104,Shoes,Clothing,Mumbai,offline,2025-03-10,4,8000.0,0.3,Cash,successful,J*************@yahoo.com,68******41,22400.0
1896,394,Jeffrey Johnson,104,Shoes,Clothing,Mumbai,offline,2025-03-10,4,8000.0,0.3,Cash,failed,J*************@yahoo.com,68******41,22400.0
1897,998,Joseph Perez,107,Dining Table,Furniture,Delhi,offline,2025-05-19,3,50000.0,0.25,Card,successful,J*******@gmail.com,64******36,112500.0
1898,213,Nancy Lee,103,Shirt,Clothing,Hyderabad,online,2025-11-14,3,1300.0,0.2,UPI,successful,N*******@yahoo.com,88******42,3120.0
1899,104,Amanda Castillo,106,Sofa,Furniture,Hyderabad,offline,2025-02-12,3,80000.0,0.1,UPI,successful,A*************@yahoo.com,92******48,216000.0
1900,182,Kathleen Castro,102,Phone,Electronics,Hyderabad,offline,2025-05-17,5,70000.0,0.1,Card,successful,K*************@outlook.com,88******67,315000.0
1901,984,Janet Long,110,Microwave,Home Appliances,Bangalore,offline,2026-02-09,3,45000.0,0.2,Card,successful,J********@yahoo.com,95******95,108000.0
1901,984,Janet Long,110,Microwave,Home Appliances,Bangalore,offline,2026-02-09,3,45000.0,0.2,Card,failed,J********@yahoo.com,95******95,108000.0
1902,642,Troy Mitchell,101,Laptop,Electronics,Bangalore,online,2025-07-26,1,250000.0,0.25,NetBanking,successful,T*****@gmail.com,83******68,187500.0
1903,970,William Freeman,108,Mixer Grinder,Home Appliances,Delhi,offline,2025-10-07,1,15000.0,0.15,UPI,successful,W********@gmail.com,71******42,12750.0
1904,67,Jamie Harvey,102,Phone,Electronics,Chennai,offline,2026-02-02,1,70000.0,0.15,Cash,successful,J******@gmail.com,74******28,59500.0
1905,382,Billy Ramirez,103,Shirt,Clothing,Mumbai,online,2025-04-09,5,1300.0,0.3,UPI,successful,B***********@gmail.com,97******85,4550.0
1906,940,Nicole Briggs,107,Dining Table,Furniture,Chennai,online,2025-10-23,5,50000.0,0.1,UPI,successful,N*******@gmail.com,66******93,225000.0
1907,936,Brian Larson,110,Microwave,Home Appliances,Hyderabad,online,2025-01-10,1,45000.0,0.25,Card,successful,B**********@yahoo.com,90******14,33750.0
1908,556,Roger Guerrero,109,Refrigerator,Home Appliances,Mumbai,offline,2025-12-24,5,65000.0,0.1,UPI,successful,R************@yahoo.com,88******88,292500.0
1909,742,Wesley Davis,101,Laptop,Electronics,Delhi,offline,2026-04-04,1,250000.0,0.2,NetBanking,successful,W**********@outlook.com,69******46,200000.0
1909,742,Wesley Davis,101,Laptop,Electronics,Delhi,offline,2026-04-04,1,250000.0,0.2,NetBanking,failed,W**********@outlook.com,69******46,200000.0
1910,814,Donna Bennett,106,Sofa,Furniture,Hyderabad,offline,2025-07-19,2,80000.0,0.2,UPI,successful,D***********@gmail.com,81******67,128000.0
1911,431,Tracie Kim,102,Phone,Electronics,Bangalore,offline,2025-04-23,2,70000.0,0.15,Cash,successful,T********@yahoo.com,83******30,119000.0
1912,933,Zachary Khan,106,Sofa,Furniture,Bangalore,offline,2026-08-03,4,80000.0,0.1,Cash,successful,Z*******@gmail.com,93******81,288000.0
1913,681,Heather Williams,110,Microwave,Home Appliances,Mumbai,online,2025-05-07,2,45000.0,0.25,Cash,successful,H**************@outlook.com,75******67,67500.0
1914,379,Andres Stokes,107,Dining Table,Furniture,Mumbai,offline,2025-04-25,5,50000.0,0.3,Cash,successful,A***********@yahoo.com,81******61,175000.0
1915,62,Sarah Park,108,Mixer Grinder,Home Appliances,Delhi,online,2025-10-16,1,15000.0,0.05,Card,successful,S******@gmail.com,66******51,14250.0
1916,53,John Bridges,109,Refrigerator,Home Appliances,Hyderabad,online,2025-04-16,5,65000.0,0.05,UPI,successful,J**********@outlook.com,98******17,308750.0
1917,745,Jennifer Weeks,110,Microwave,Home Appliances,Hyderabad,offline,2026-01-18,5,45000.0,0.35,UPI,successful,J************@gmail.com,92******95,146250.0
1918,565,Craig Moore,101,Laptop,Electronics,Mumbai,online,2025-12-02,2,250000.0,0.15,Card,successful,C*********@gmail.com,99******11,425000.0
1918,565,Craig Moore,101,Laptop,Electronics,Mumbai,online,2025-12-02,2,250000.0,0.15,Card,failed,C*********@gmail.com,99******11,425000.0
1919,888,Jade Garza,106,Sofa,Furniture,Hyderabad,offline,2025-05-29,1,80000.0,0.35,NetBanking,successful,J********@outlook.com,67******23,52000.0
1920,842,Amy Quinn,109,Refrigerator,Home Appliances,Hyderabad,offline,2025-07-15,5,65000.0,0.05,Card,successful,A*******@outlook.com,72******95,308750.0
1921,728,Lisa Miller,109,Refrigerator,Home Appliances,Chennai,offline,2026-04-12,1,65000.0,0.05,UPI,successful,L*********@gmail.com,87******95,61750.0
1922,943,Sharon Smith,101,Laptop,Electronics,Chennai,online,2025-08-09,1,250000.0,0.25,UPI,successful,S**********@gmail.com,76******61,187500.0
1923,72,Michael Wood,106,Sofa,Furniture,Chennai,offline,2026-02-24,5,80000.0,0.4,UPI,successful,M********@gmail.com,83******77,240000.0
1924,497,Walter Peterson,106,Sofa,Furniture,Mumbai,offline,2025-01-09,4,80000.0,0.1,NetBanking,successful,W*************@yahoo.com,73******60,288000.0
1925,298,Ryan Massey,108,Mixer Grinder,Home Appliances,Delhi,online,2025-12-14,5,15000.0,0.15,Card,successful,R****@gmail.com,64******86,63750.0
1926,305,Zachary Cabrera,106,Sofa,Furniture,Delhi,offline,2025-05-11,3,80000.0,0.15,NetBanking,successful,Z*************@outlook.com,80******96,204000.0
1927,122,Sara Chen,103,Shirt,Clothing,Delhi,offline,2025-07-23,5,1300.0,0.35,NetBanking,successful,S*******@yahoo.com,69******25,4225.0
1928,202,Amanda Reed,106,Sofa,Furniture,Delhi,offline,2025-05-12,5,80000.0,0.05,NetBanking,successful,A*********@yahoo.com,65******99,380000.0
1929,197,Gabriel Mills,106,Sofa,Furniture,Mumbai,online,2025-11-09,1,80000.0,0.2,UPI,successful,G***********@gmail.com,84******37,64000.0
1930,120,Michael Horton,103,Shirt,Clothing,Delhi,online,2026-02-27,5,1300.0,0.25,Card,successful,M************@gmail.com,74******29,4875.0
1931,553,Veronica Davis,108,Mixer Grinder,Home Appliances,Mumbai,offline,2025-12-04,3,15000.0,0.3,UPI,successful,V************@gmail.com,96******72,31499.999999999996
1932,429,Michael Welch,106,Sofa,Furniture,Delhi,online,2025-08-10,2,80000.0,0.05,Card,successful,M***********@gmail.com,96******50,152000.0
1934,184,Katherine Jones,109,Refrigerator,Home Appliances,Hyderabad,offline,2025-05-18,2,65000.0,0.1,UPI,successful,K*************@yahoo.com,89******38,117000.0
1935,780,Elizabeth Miller,110,Microwave,Home Appliances,Delhi,offline,2025-09-05,4,45000.0,0.35,Card,successful,E**************@yahoo.com,82******98,117000.0
1936,776,Erica Moore,108,Mixer Grinder,Home Appliances,Chennai,online,2026-04-01,2,15000.0,0.15,Cash,successful,E*********@gmail.com,77******31,25500.0
1937,446,Scott Smith,107,Dining Table,Furniture,Bangalore,online,2025-02-05,1,50000.0,0.1,Card,successful,S******@gmail.com,85******83,45000.0
1938,450,Matthew Martinez,107,Dining Table,Furniture,Bangalore,online,2025-07-28,2,50000.0,0.25,Card,successful,M**************@outlook.com,61******44,75000.0
1939,18,Allison Adams,105,Tv,Electronics,Mumbai,offline,2025-09-09,3,45000.0,0.4,UPI,successful,A***********@gmail.com,62******99,81000.0
1940,979,Amy Cherry,102,Phone,Electronics,Hyderabad,online,2025-12-29,1,70000.0,0.15,Cash,successful,A********@yahoo.com,72******68,59500.0
1941,32,Shane Carlson,110,Microwave,Home Appliances,Mumbai,online,2026-02-27,2,45000.0,0.25,UPI,successful,S******@gmail.com,78******10,67500.0
1942,832,Carolyn Miller,106,Sofa,Furniture,Delhi,online,2026-02-26,1,80000.0,0.4,Card,successful,C************@outlook.com,70******84,48000.0
1943,969,Keith Woods,101,Laptop,Electronics,Chennai,offline,2025-09-23,4,250000.0,0.3,UPI,successful,K*********@yahoo.com,77******57,700000.0
1944,120,Michael Horton,110,Microwave,Home Appliances,Delhi,online,2026-02-04,5,45000.0,0.15,UPI,successful,M************@gmail.com,74******29,191250.0
1945,642,Troy Mitchell,102,Phone,Electronics,Bangalore,online,2025-07-18,5,70000.0,0.4,NetBanking,successful,T*****@gmail.com,83******68,210000.0
1946,27,Ashley Simpson,109,Refrigerator,Home Appliances,Chennai,offline,2025-12-19,3,65000.0,0.1,UPI,successful,A************@outlook.com,85******05,175500.0
1946,27,Ashley Simpson,109,Refrigerator,Home Appliances,Chennai,offline,2025-12-19,3,65000.0,0.1,UPI,failed,A************@outlook.com,85******05,175500.0
1947,44,John Saunders,104,Shoes,Clothing,Mumbai,offline,2025-03-06,3,8000.0,0.4,Cash,successful,J***********@outlook.com,98******26,14400.0
1948,232,Joel Reid,105,Tv,Electronics,Chennai,offline,2025-08-18,5,45000.0,0.15,UPI,successful,J*******@gmail.com,81******20,191250.0
1949,771,Matthew Greer,102,Phone,Electronics,Bangalore,offline,2025-02-09,4,70000.0,0.35,Card,successful,M***********@yahoo.com,82******12,182000.0
1950,298,Ryan Massey,107,Dining Table,Furniture,Delhi,offline,2025-07-06,1,50000.0,0.25,UPI,successful,R****@gmail.com,64******86,37500.0
1951,126,Matthew Park,110,Microwave,Home Appliances,Hyderabad,online,2025-08-23,2,45000.0,0.3,Cash,successful,M********@gmail.com,83******76,62999.99999999999
1952,799,Stephanie Dunn,108,Mixer Grinder,Home Appliances,Delhi,offline,2025-12-31,5,15000.0,0.4,Card,successful,S************@gmail.com,74******44,45000.0
1953,445,Steven Byrd,109,Refrigerator,Home Appliances,Chennai,offline,2025-05-18,5,65000.0,0.3,Cash,successful,S*******@gmail.com,65******24,227500.0
1953,445,Steven Byrd,109,Refrigerator,Home Appliances,Chennai,offline,2025-05-18,5,65000.0,0.3,Cash,failed,S*******@gmail.com,65******24,227500.0
1954,710,April Moore,101,Laptop,Electronics,Mumbai,online,2025-11-13,2,250000.0,0.25,NetBanking,successful,A*********@gmail.com,97******76,375000.0
1955,468,Sonya Watts,107,Dining Table,Furniture,Mumbai,online,2025-09-12,1,50000.0,0.35,Card,successful,S*********@yahoo.com,90******64,32500.0
1955,468,Sonya Watts,107,Dining Table,Furniture,Mumbai,online,2025-09-12,1,50000.0,0.35,Card,failed,S*********@yahoo.com,90******64,32500.0
1956,862,Lisa Stewart,106,Sofa,Furniture,Chennai,offline,2026-03-15,3,80000.0,0.25,Cash,successful,L*****@gmail.com,74******95,180000.0
1957,482,Nathaniel Montes,110,Microwave,Home Appliances,Chennai,online,2025-08-06,4,45000.0,0.1,Card,successful,N**********@gmail.com,77******12,162000.0
1958,922,Isaiah Watson,101,Laptop,Electronics,Bangalore,online,2025-12-20,1,250000.0,0.4,NetBanking,successful,I*******@gmail.com,91******37,150000.0
1959,219,Alexander Phillips,102,Phone,Electronics,Mumbai,offline,2026-03-11,3,70000.0,0.15,Cash,successful,A**********@gmail.com,72******92,178500.0
1960,580,Meredith Walker,109,Refrigerator,Home Appliances,Chennai,online,2025-08-02,2,65000.0,0.3,NetBanking,successful,M*************@yahoo.com,78******46,91000.0
1961,925,Steve Ayala,104,Shoes,Clothing,Hyderabad,offline,2025-10-12,2,8000.0,0.3,NetBanking,successful,S*********@gmail.com,95******18,11200.0
1962,115,Linda Graham,101,Laptop,Electronics,Chennai,offline,2025-09-28,1,250000.0,0.4,Card,successful,L**********@gmail.com,86******68,150000.0
1963,158,Tiffany Mitchell,108,Mixer Grinder,Home Appliances,Delhi,online,2026-03-31,1,15000.0,0.1,Cash,successful,T********@gmail.com,79******16,13500.0
1964,663,Haley Todd,109,Refrigerator,Home Appliances,Hyderabad,online,2026-02-19,3,65000.0,0.15,NetBanking,successful,H********@outlook.com,86******35,165750.0
1965,643,Stacy Hughes,107,Dining Table,Furniture,Mumbai,offline,2025-09-22,5,50000.0,0.1,NetBanking,successful,S******@gmail.com,91******24,225000.0
1966,789,Bryan Walker,102,Phone,Electronics,Chennai,online,2025-09-07,1,70000.0,0.35,Card,successful,B******@gmail.com,75******67,45500.0
1967,186,Dawn Garrett,103,Shirt,Clothing,Chennai,offline,2025-12-20,2,1300.0,0.3,Cash,successful,D*****@gmail.com,96******01,1819.9999999999998
1968,372,Brandon Gordon,108,Mixer Grinder,Home Appliances,Mumbai,online,2026-01-27,1,15000.0,0.35,NetBanking,successful,B********@gmail.com,78******02,9750.0
1969,332,James Morris,105,Tv,Electronics,Mumbai,offline,2025-11-02,4,45000.0,0.4,Cash,successful,J**********@yahoo.com,79******96,108000.0
1970,361,Daniel Williams,104,Shoes,Clothing,Delhi,offline,2026-04-09,5,8000.0,0.35,UPI,successful,D*************@yahoo.com,98******66,26000.0
1971,974,Phillip Rodriguez,109,Refrigerator,Home Appliances,Bangalore,online,2025-10-04,5,65000.0,0.35,UPI,successful,P***************@yahoo.com,87******16,211250.0
1972,733,Jessica Lin,101,Laptop,Electronics,Delhi,offline,2025-11-12,1,250000.0,0.1,Cash,successful,J********@gmail.com,85******63,225000.0
1973,869,Krystal Hudson,102,Phone,Electronics,Mumbai,online,2025-09-22,2,70000.0,0.2,Card,successful,K************@yahoo.com,96******79,112000.0
1974,1,Karen Pollard,105,Tv,Electronics,Hyderabad,online,2026-02-21,1,45000.0,0.35,UPI,successful,K***********@yahoo.com,71******63,29250.0
1975,132,Ronald Harrison,108,Mixer Grinder,Home Appliances,Delhi,online,2025-10-24,4,15000.0,0.3,UPI,successful,R*************@yahoo.com,72******67,42000.0
1975,132,Ronald Harrison,108,Mixer Grinder,Home Appliances,Delhi,online,2025-10-24,4,15000.0,0.3,UPI,failed,R*************@yahoo.com,72******67,42000.0
1976,848,Eric Phillips,104,Shoes,Clothing,Hyderabad,offline,2026-02-11,2,8000.0,0.1,Card,successful,E***********@gmail.com,76******13,14400.0
1977,22,James Walters,104,Shoes,Clothing,Chennai,offline,2025-10-09,4,8000.0,0.05,UPI,successful,J******@gmail.com,65******42,30400.0
1978,316,James Jordan,107,Dining Table,Furniture,Delhi,online,2025-07-09,4,50000.0,0.25,Card,successful,J******@gmail.com,85******13,150000.0
1979,470,Jasmine Harris,101,Laptop,Electronics,Mumbai,offline,2026-03-17,5,250000.0,0.1,Cash,successful,J************@gmail.com,76******55,1125000.0
1980,627,Nicole Allen,108,Mixer Grinder,Home Appliances,Bangalore,offline,2025-06-13,1,15000.0,0.1,Card,successful,N**********@gmail.com,64******56,13500.0
1981,783,Breanna Gill,103,Shirt,Clothing,Hyderabad,online,2025-10-05,1,1300.0,0.3,UPI,successful,B**********@outlook.com,79******64,909.9999999999999
1982,296,Katherine Frazier,109,Refrigerator,Home Appliances,Bangalore,offline,2026-03-18,1,65000.0,0.3,UPI,successful,K***************@yahoo.com,72******97,45500.0
1983,53,John Bridges,106,Sofa,Furniture,Hyderabad,online,2025-09-09,2,80000.0,0.25,UPI,successful,J**********@outlook.com,98******17,120000.0
1984,776,Erica Moore,107,Dining Table,Furniture,Chennai,offline,2026-02-01,5,50000.0,0.35,Card,successful,E*********@gmail.com,77******31,162500.0
1985,294,Jared Moreno,101,Laptop,Electronics,Hyderabad,online,2025-05-25,3,250000.0,0.05,NetBanking,successful,J******@gmail.com,66******09,712500.0
1986,388,Daniel Wilson,102,Phone,Electronics,Bangalore,online,2025-04-29,1,70000.0,0.4,Card,successful,D***********@gmail.com,80******53,42000.0
1987,530,Mark Fowler,109,Refrigerator,Home Appliances,Delhi,offline,2025-11-09,3,65000.0,0.25,UPI,successful,M*********@outlook.com,68******63,146250.0
1988,414,Chase Johnson,106,Sofa,Furniture,Delhi,offline,2025-08-20,3,80000.0,0.05,Cash,successful,C***********@yahoo.com,62******15,228000.0
1989,674,Haley Alvarez,108,Mixer Grinder,Home Appliances,Bangalore,offline,2026-01-26,2,15000.0,0.35,Card,successful,H***********@outlook.com,99******72,19500.0
1990,972,Allen Wright,104,Shoes,Clothing,Bangalore,offline,2026-01-11,3,8000.0,0.4,Card,successful,A******@gmail.com,92******92,14400.0
1991,503,Lauren Thomas,107,Dining Table,Furniture,Delhi,offline,2025-06-26,4,50000.0,0.4,UPI,successful,L***********@yahoo.com,88******43,120000.0
1992,14,Joseph Jones,101,Laptop,Electronics,Hyderabad,online,2025-06-12,4,250000.0,0.15,NetBanking,successful,J**********@gmail.com,89******82,850000.0
1993,914,Nicholas Mays,102,Phone,Electronics,Chennai,online,2025-06-04,4,70000.0,0.3,NetBanking,successful,N***********@yahoo.com,65******16,196000.0
1994,579,Christian Clay,110,Microwave,Home Appliances,Mumbai,online,2025-03-05,1,45000.0,0.15,NetBanking,successful,C************@yahoo.com,65******46,38250.0
1995,982,James Munoz,109,Refrigerator,Home Appliances,Mumbai,online,2026-02-24,3,65000.0,0.4,Card,successful,J*********@outlook.com,68******23,117000.0
1996,633,Julie Jackson,108,Mixer Grinder,Home Appliances,Delhi,online,2025-04-07,1,15000.0,0.35,Cash,successful,J******@gmail.com,71******01,9750.0
1997,840,Veronica Ashley,107,Dining Table,Furniture,Delhi,online,2025-04-30,5,50000.0,0.05,Card,successful,V*************@gmail.com,82******30,237500.0
1998,423,Mary Cooke,108,Mixer Grinder,Home Appliances,Hyderabad,offline,2025-10-14,3,15000.0,0.25,UPI,successful,M****@gmail.com,75******55,33750.0
1999,190,Heather Martinez,105,Tv,Electronics,Chennai,offline,2025-10-23,3,45000.0,0.05,NetBanking,successful,H**************@gmail.com,93******76,128250.0
2000,92,Kelly Chang,103,Shirt,Clothing,Chennai,online,2025-03-11,3,1300.0,0.05,Card,successful,K*********@yahoo.com,94******79,3705.0
2001,249,Alyssa Henderson,106,Sofa,Furniture,Bangalore,offline,2026-02-16,4,80000.0,0.2,UPI,successful,A*******@gmail.com,99******09,256000.0
2002,854,Dennis Dorsey,105,Tv,Electronics,Hyderabad,offline,2025-10-08,4,45000.0,0.2,NetBanking,successful,D***********@yahoo.com,70******16,144000.0
2003,923,George Wilkinson,102,Phone,Electronics,Mumbai,online,2026-01-31,2,70000.0,0.35,UPI,successful,G**************@gmail.com,65******22,91000.0
2004,518,Alexander Davenport,108,Mixer Grinder,Home Appliances,Bangalore,online,2025-06-12,5,15000.0,0.2,UPI,successful,A*****************@yahoo.com,92******76,60000.0
2005,724,Kimberly Winters,101,Laptop,Electronics,Chennai,online,2026-01-26,4,250000.0,0.05,UPI,successful,K*********@gmail.com,84******93,950000.0
2006,120,Michael Horton,107,Dining Table,Furniture,Delhi,online,2025-06-09,2,50000.0,0.2,NetBanking,successful,M************@gmail.com,74******29,80000.0
2007,872,David Miller,102,Phone,Electronics,Mumbai,offline,2026-01-11,5,70000.0,0.3,UPI,successful,D**********@yahoo.com,87******05,244999.99999999997
2008,400,Brenda Johnson,109,Refrigerator,Home Appliances,Chennai,offline,2025-11-10,2,65000.0,0.1,Card,successful,B************@yahoo.com,79******93,117000.0
2009,353,Rachel Velasquez,110,Microwave,Home Appliances,Bangalore,online,2025-02-07,2,45000.0,0.35,UPI,successful,R**************@outlook.com,67******96,58500.0
2010,174,Jeffrey Lamb,105,Tv,Electronics,Hyderabad,offline,2025-05-20,2,45000.0,0.1,Card,successful,J********@gmail.com,77******42,81000.0
2011,850,Zachary Abbott,101,Laptop,Electronics,Chennai,online,2025-10-02,4,250000.0,0.3,UPI,successful,Z********@gmail.com,85******17,700000.0
2012,282,Tasha Roberson,108,Mixer Grinder,Home Appliances,Hyderabad,offline,2025-12-22,2,15000.0,0.1,Cash,successful,T************@outlook.com,92******95,27000.0
2013,620,Alexander Meyer,107,Dining Table,Furniture,Mumbai,online,2025-12-09,3,50000.0,0.25,NetBanking,successful,A*************@yahoo.com,95******57,112500.0
2014,93,Judith Sanchez,107,Dining Table,Furniture,Mumbai,online,2025-12-09,3,50000.0,0.05,Card,successful,J************@yahoo.com,84******76,142500.0
2015,122,Sara Chen,110,Microwave,Home Appliances,Delhi,online,2026-02-20,3,45000.0,0.25,UPI,successful,S*******@yahoo.com,69******25,101250.0
2016,391,Catherine Beard,109,Refrigerator,Home Appliances,Mumbai,offline,2025-08-03,4,65000.0,0.4,Card,successful,C**********@gmail.com,92******05,156000.0
2017,201,Lisa Tran,107,Dining Table,Furniture,Bangalore,offline,2025-05-14,4,50000.0,0.1,NetBanking,successful,L*******@yahoo.com,87******74,180000.0
2018,775,Roy Chavez,102,Phone,Electronics,Chennai,online,2025-07-24,2,70000.0,0.3,Card,successful,R****@gmail.com,75******10,98000.0
2019,275,Edward Beck,106,Sofa,Furniture,Bangalore,offline,2026-02-04,3,80000.0,0.1,UPI,successful,E*********@yahoo.com,87******34,216000.0
2020,336,Gregory Mitchell,106,Sofa,Furniture,Chennai,online,2025-05-11,4,80000.0,0.35,NetBanking,successful,G**************@gmail.com,86******45,208000.0
2021,415,Jackson Kaiser,102,Phone,Electronics,Delhi,offline,2025-10-06,3,70000.0,0.05,UPI,successful,J************@gmail.com,80******05,199500.0
2022,694,Lori Barrera,102,Phone,Electronics,Hyderabad,online,2025-11-27,1,70000.0,0.2,NetBanking,successful,L****@gmail.com,95******73,56000.0
2023,976,Paula Rogers,104,Shoes,Clothing,Chennai,online,2025-09-28,5,8000.0,0.35,Cash,successful,P******@gmail.com,87******25,26000.0
2024,733,Jessica Lin,109,Refrigerator,Home Appliances,Delhi,online,2025-06-03,4,65000.0,0.4,UPI,successful,J********@gmail.com,85******63,156000.0
2025,653,Jodi Kim,109,Refrigerator,Home Appliances,Mumbai,online,2025-04-24,3,65000.0,0.3,NetBanking,successful,J******@gmail.com,90******33,136500.0
2026,641,Andre Rodriguez,106,Sofa,Furniture,Bangalore,offline,2026-01-03,5,80000.0,0.05,NetBanking,successful,A*************@outlook.com,60******70,380000.0
